date,time,loghost,process,accessType,ip
2010-07-10,07:24:24,combo,ftpd[29724],authorized,82.83.227.67
2010-07-10,07:24:24,combo,ftpd[29722],authorized,82.83.227.67
2010-07-10,07:24:24,combo,ftpd[29727],authorized,82.83.227.67
2010-07-10,07:24:24,combo,ftpd[29721],authorized,82.83.227.67
2010-07-10,07:24:34,combo,ftpd[29728],authorized,82.83.227.67
2010-07-10,07:24:34,combo,ftpd[29730],authorized,82.83.227.67
2010-07-10,07:24:34,combo,ftpd[29731],authorized,82.83.227.67
2010-07-10,07:24:34,combo,ftpd[29732],authorized,82.83.227.67
2010-07-10,07:24:34,combo,ftpd[29729],authorized,82.83.227.67
2010-07-10,07:24:34,combo,ftpd[29733],authorized,82.83.227.67
2010-07-10,07:24:34,combo,ftpd[29734],authorized,82.83.227.67
2010-07-10,07:24:34,combo,ftpd[29737],authorized,82.83.227.67
2010-07-10,07:24:34,combo,ftpd[29738],authorized,82.83.227.67
2010-07-10,07:24:34,combo,ftpd[29739],authorized,82.83.227.67
2010-07-10,07:24:34,combo,ftpd[29735],authorized,82.83.227.67
2010-07-10,07:24:34,combo,ftpd[29736],authorized,82.83.227.67
2010-07-10,13:17:22,combo,ftpd[30278],authorized,220.94.205.45
2010-07-10,13:17:22,combo,ftpd[30276],authorized,220.94.205.45
2010-07-10,13:17:22,combo,ftpd[30277],authorized,220.94.205.45
2010-07-10,13:17:22,combo,ftpd[30292],authorized,220.94.205.45
2010-07-10,13:17:22,combo,ftpd[30293],authorized,220.94.205.45
2010-07-10,13:17:22,combo,ftpd[30279],authorized,220.94.205.45
2010-07-10,13:17:22,combo,ftpd[30280],authorized,220.94.205.45
2010-07-10,13:17:22,combo,ftpd[30295],authorized,220.94.205.45
2010-07-10,13:17:22,combo,ftpd[30281],authorized,220.94.205.45
2010-07-10,13:17:22,combo,ftpd[30282],authorized,220.94.205.45
2010-07-10,13:17:22,combo,ftpd[30288],authorized,220.94.205.45
2010-07-10,13:17:22,combo,ftpd[30284],authorized,220.94.205.45
2010-07-10,13:17:22,combo,ftpd[30290],authorized,220.94.205.45
2010-07-10,13:17:22,combo,ftpd[30294],authorized,220.94.205.45
2010-07-10,13:17:22,combo,ftpd[30296],authorized,220.94.205.45
2010-07-10,13:17:22,combo,ftpd[30283],authorized,220.94.205.45
2010-07-10,13:17:22,combo,ftpd[30285],authorized,220.94.205.45
2010-07-10,13:17:22,combo,ftpd[30289],authorized,220.94.205.45
2010-07-10,13:17:22,combo,ftpd[30286],authorized,220.94.205.45
2010-07-10,13:17:22,combo,ftpd[30297],authorized,220.94.205.45
2010-07-10,13:17:22,combo,ftpd[30287],authorized,220.94.205.45
2010-07-10,13:17:22,combo,ftpd[30298],authorized,220.94.205.45
2010-07-10,13:17:22,combo,ftpd[30291],authorized,220.94.205.45
2010-07-10,16:01:43,combo,sshd(pam_unix)[30530],unauthorized,150.183.249.110
2010-07-10,16:01:44,combo,sshd(pam_unix)[30532],unauthorized,150.183.249.110
2010-07-10,16:01:45,combo,sshd(pam_unix)[30534],unauthorized,150.183.249.110
2010-07-10,16:01:45,combo,sshd(pam_unix)[30535],unauthorized,150.183.249.110
2010-07-10,16:01:46,combo,sshd(pam_unix)[30536],unauthorized,150.183.249.110
2010-07-10,16:01:47,combo,sshd(pam_unix)[30540],unauthorized,150.183.249.110
2010-07-10,16:01:48,combo,sshd(pam_unix)[30542],unauthorized,150.183.249.110
2010-07-10,16:01:48,combo,sshd(pam_unix)[30544],unauthorized,150.183.249.110
2010-07-10,16:01:48,combo,sshd(pam_unix)[30546],unauthorized,150.183.249.110
2010-07-10,16:01:49,combo,sshd(pam_unix)[30548],unauthorized,150.183.249.110
2010-07-10,16:01:56,combo,sshd(pam_unix)[30550],unauthorized,150.183.249.110
2010-07-10,16:01:57,combo,sshd(pam_unix)[30552],unauthorized,150.183.249.110
2010-07-10,16:01:58,combo,sshd(pam_unix)[30554],unauthorized,150.183.249.110
2010-07-10,16:01:58,combo,sshd(pam_unix)[30555],unauthorized,150.183.249.110
2010-07-10,16:01:59,combo,sshd(pam_unix)[30558],unauthorized,150.183.249.110
2010-07-10,16:01:59,combo,sshd(pam_unix)[30560],unauthorized,150.183.249.110
2010-07-10,16:02:01,combo,sshd(pam_unix)[30562],unauthorized,150.183.249.110
2010-07-10,16:02:01,combo,sshd(pam_unix)[30564],unauthorized,150.183.249.110
2010-07-10,16:02:01,combo,sshd(pam_unix)[30566],unauthorized,150.183.249.110
2010-07-10,16:02:02,combo,sshd(pam_unix)[30568],unauthorized,150.183.249.110
2010-07-10,16:02:08,combo,sshd(pam_unix)[30570],unauthorized,150.183.249.110
2010-07-10,16:02:09,combo,sshd(pam_unix)[30572],unauthorized,150.183.249.110
2010-07-10,16:02:10,combo,sshd(pam_unix)[30574],unauthorized,150.183.249.110
2010-07-10,16:02:10,combo,sshd(pam_unix)[30575],unauthorized,150.183.249.110
2010-07-10,16:02:12,combo,sshd(pam_unix)[30580],unauthorized,150.183.249.110
2010-07-10,16:02:12,combo,sshd(pam_unix)[30578],unauthorized,150.183.249.110
2010-07-10,16:02:13,combo,sshd(pam_unix)[30582],unauthorized,150.183.249.110
2010-07-10,16:02:14,combo,sshd(pam_unix)[30584],unauthorized,150.183.249.110
2010-07-10,16:02:14,combo,sshd(pam_unix)[30585],unauthorized,150.183.249.110
2010-07-10,16:02:14,combo,sshd(pam_unix)[30588],unauthorized,150.183.249.110
2010-07-10,16:02:21,combo,sshd(pam_unix)[30590],unauthorized,150.183.249.110
2010-07-10,16:02:21,combo,sshd(pam_unix)[30592],unauthorized,150.183.249.110
2010-07-10,16:02:23,combo,sshd(pam_unix)[30595],unauthorized,150.183.249.110
2010-07-10,16:02:23,combo,sshd(pam_unix)[30594],unauthorized,150.183.249.110
2010-07-10,16:02:24,combo,sshd(pam_unix)[30598],unauthorized,150.183.249.110
2010-07-10,16:02:25,combo,sshd(pam_unix)[30599],unauthorized,150.183.249.110
2010-07-10,16:02:26,combo,sshd(pam_unix)[30602],unauthorized,150.183.249.110
2010-07-10,16:02:27,combo,sshd(pam_unix)[30604],unauthorized,150.183.249.110
2010-07-10,16:02:27,combo,sshd(pam_unix)[30605],unauthorized,150.183.249.110
2010-07-10,16:02:27,combo,sshd(pam_unix)[30607],unauthorized,150.183.249.110
2010-07-10,16:02:33,combo,sshd(pam_unix)[30610],unauthorized,150.183.249.110
2010-07-10,16:02:34,combo,sshd(pam_unix)[30612],unauthorized,150.183.249.110
2010-07-10,16:02:35,combo,sshd(pam_unix)[30614],unauthorized,150.183.249.110
2010-07-10,16:02:35,combo,sshd(pam_unix)[30615],unauthorized,150.183.249.110
2010-07-10,16:02:36,combo,sshd(pam_unix)[30618],unauthorized,150.183.249.110
2010-07-10,16:02:37,combo,sshd(pam_unix)[30620],unauthorized,150.183.249.110
2010-07-10,16:02:39,combo,sshd(pam_unix)[30622],unauthorized,150.183.249.110
2010-07-10,16:02:39,combo,sshd(pam_unix)[30624],unauthorized,150.183.249.110
2010-07-10,16:02:40,combo,sshd(pam_unix)[30625],unauthorized,150.183.249.110
2010-07-10,16:02:40,combo,sshd(pam_unix)[30628],unauthorized,150.183.249.110
2010-07-10,16:02:45,combo,sshd(pam_unix)[30630],unauthorized,150.183.249.110
2010-07-10,16:02:46,combo,sshd(pam_unix)[30632],unauthorized,150.183.249.110
2010-07-10,16:02:47,combo,sshd(pam_unix)[30634],unauthorized,150.183.249.110
2010-07-10,16:02:47,combo,sshd(pam_unix)[30635],unauthorized,150.183.249.110
2010-07-10,16:02:49,combo,sshd(pam_unix)[30638],unauthorized,150.183.249.110
2010-07-10,16:02:50,combo,sshd(pam_unix)[30640],unauthorized,150.183.249.110
2010-07-10,16:02:52,combo,sshd(pam_unix)[30642],unauthorized,150.183.249.110
2010-07-10,16:02:52,combo,sshd(pam_unix)[30644],unauthorized,150.183.249.110
2010-07-10,16:02:52,combo,sshd(pam_unix)[30645],unauthorized,150.183.249.110
2010-07-10,16:02:53,combo,sshd(pam_unix)[30647],unauthorized,150.183.249.110
2010-07-10,16:02:57,combo,sshd(pam_unix)[30650],unauthorized,150.183.249.110
2010-07-10,16:02:58,combo,sshd(pam_unix)[30652],unauthorized,150.183.249.110
2010-07-10,16:03:00,combo,sshd(pam_unix)[30654],unauthorized,150.183.249.110
2010-07-10,16:03:00,combo,sshd(pam_unix)[30655],unauthorized,150.183.249.110
2010-07-10,16:03:01,combo,sshd(pam_unix)[30658],unauthorized,150.183.249.110
2010-07-10,16:03:03,combo,sshd(pam_unix)[30660],unauthorized,150.183.249.110
2010-07-10,16:03:05,combo,sshd(pam_unix)[30662],unauthorized,150.183.249.110
2010-07-10,16:03:05,combo,sshd(pam_unix)[30665],unauthorized,150.183.249.110
2010-07-10,16:03:05,combo,sshd(pam_unix)[30664],unauthorized,150.183.249.110
2010-07-10,16:03:05,combo,sshd(pam_unix)[30666],unauthorized,150.183.249.110
2010-07-10,16:03:10,combo,sshd(pam_unix)[30670],unauthorized,150.183.249.110
2010-07-10,16:03:11,combo,sshd(pam_unix)[30672],unauthorized,150.183.249.110
2010-07-10,16:03:12,combo,sshd(pam_unix)[30675],unauthorized,150.183.249.110
2010-07-10,16:03:12,combo,sshd(pam_unix)[30674],unauthorized,150.183.249.110
2010-07-10,16:03:13,combo,sshd(pam_unix)[30678],unauthorized,150.183.249.110
2010-07-10,16:03:16,combo,sshd(pam_unix)[30680],unauthorized,150.183.249.110
2010-07-10,16:03:18,combo,sshd(pam_unix)[30682],unauthorized,150.183.249.110
2010-07-10,16:03:18,combo,sshd(pam_unix)[30684],unauthorized,150.183.249.110
2010-07-10,16:03:18,combo,sshd(pam_unix)[30685],unauthorized,150.183.249.110
2010-07-10,16:03:18,combo,sshd(pam_unix)[30686],unauthorized,150.183.249.110
2010-07-10,16:33:01,combo,sshd(pam_unix)[30725],unauthorized,211.214.161.141
2010-07-10,16:33:01,combo,sshd(pam_unix)[30729],unauthorized,211.214.161.141
2010-07-10,16:33:02,combo,sshd(pam_unix)[30731],unauthorized,211.214.161.141
2010-07-10,16:33:02,combo,sshd(pam_unix)[30732],unauthorized,211.214.161.141
2010-07-10,16:33:02,combo,sshd(pam_unix)[30734],unauthorized,211.214.161.141
2010-07-10,16:33:03,combo,sshd(pam_unix)[30739],unauthorized,211.214.161.141
2010-07-10,16:33:03,combo,sshd(pam_unix)[30737],unauthorized,211.214.161.141
2010-07-10,16:33:04,combo,sshd(pam_unix)[30740],unauthorized,211.214.161.141
2010-07-10,16:33:05,combo,sshd(pam_unix)[30743],unauthorized,211.214.161.141
2010-07-10,16:33:05,combo,sshd(pam_unix)[30726],unauthorized,211.214.161.141
2010-07-11,03:46:14,combo,sshd(pam_unix)[31851],unauthorized,82.77.200.128
2010-07-11,03:46:15,combo,sshd(pam_unix)[31848],unauthorized,82.77.200.128
2010-07-11,03:46:15,combo,sshd(pam_unix)[31850],unauthorized,82.77.200.128
2010-07-11,03:46:15,combo,sshd(pam_unix)[31861],unauthorized,82.77.200.128
2010-07-11,03:46:15,combo,sshd(pam_unix)[31854],unauthorized,82.77.200.128
2010-07-11,03:46:15,combo,sshd(pam_unix)[31853],unauthorized,82.77.200.128
2010-07-11,03:46:16,combo,sshd(pam_unix)[31862],unauthorized,82.77.200.128
2010-07-11,03:46:17,combo,sshd(pam_unix)[31855],unauthorized,82.77.200.128
2010-07-11,03:46:17,combo,sshd(pam_unix)[31852],unauthorized,82.77.200.128
2010-07-11,03:46:19,combo,sshd(pam_unix)[31860],unauthorized,82.77.200.128
2010-07-11,11:33:13,combo,gdm(pam_unix)[2803],unauthorized,
2010-07-11,17:58:16,combo,sshd(pam_unix)[1325],unauthorized,211.137.205.253
2010-07-11,17:58:16,combo,sshd(pam_unix)[1329],unauthorized,211.137.205.253
2010-07-11,17:58:16,combo,sshd(pam_unix)[1327],unauthorized,211.137.205.253
2010-07-11,17:58:19,combo,sshd(pam_unix)[1331],unauthorized,211.137.205.253
2010-07-11,17:58:20,combo,sshd(pam_unix)[1333],unauthorized,211.137.205.253
2010-07-11,17:58:21,combo,sshd(pam_unix)[1335],unauthorized,211.137.205.253
2010-07-11,17:58:21,combo,sshd(pam_unix)[1337],unauthorized,211.137.205.253
2010-07-11,17:58:21,combo,sshd(pam_unix)[1338],unauthorized,211.137.205.253
2010-07-11,17:58:22,combo,sshd(pam_unix)[1341],unauthorized,211.137.205.253
2010-07-11,17:58:23,combo,sshd(pam_unix)[1343],unauthorized,211.137.205.253
2010-07-12,06:09:43,combo,sshd(pam_unix)[4048],unauthorized,68.143.156.89
2010-07-12,06:09:44,combo,sshd(pam_unix)[4053],unauthorized,68.143.156.89
2010-07-12,06:09:44,combo,sshd(pam_unix)[4052],unauthorized,68.143.156.89
2010-07-12,06:09:44,combo,sshd(pam_unix)[4054],unauthorized,68.143.156.89
2010-07-12,06:09:44,combo,sshd(pam_unix)[4050],unauthorized,68.143.156.89
2010-07-12,06:09:44,combo,sshd(pam_unix)[4061],unauthorized,68.143.156.89
2010-07-12,06:09:44,combo,sshd(pam_unix)[4064],unauthorized,68.143.156.89
2010-07-12,06:09:45,combo,sshd(pam_unix)[4058],unauthorized,68.143.156.89
2010-07-12,06:09:45,combo,sshd(pam_unix)[4059],unauthorized,68.143.156.89
2010-07-12,06:09:45,combo,sshd(pam_unix)[4065],unauthorized,68.143.156.89
2010-07-14,14:59:42,combo,sshd(pam_unix)[11706],unauthorized,202.132.40.29
2010-07-14,14:59:56,combo,sshd(pam_unix)[11708],unauthorized,202.132.40.29
2010-07-14,15:00:09,combo,sshd(pam_unix)[11710],unauthorized,202.132.40.29
2010-07-14,15:00:22,combo,sshd(pam_unix)[11719],unauthorized,202.132.40.29
2010-07-14,15:00:36,combo,sshd(pam_unix)[11721],unauthorized,202.132.40.29
2010-07-14,15:00:49,combo,sshd(pam_unix)[11723],unauthorized,202.132.40.29
2010-07-14,15:01:03,combo,sshd(pam_unix)[11725],unauthorized,202.132.40.29
2010-07-14,15:01:16,combo,sshd(pam_unix)[11741],unauthorized,202.132.40.29
2010-07-15,01:03:48,combo,sshd(pam_unix)[12632],unauthorized,
2010-07-15,01:03:48,combo,sshd(pam_unix)[12628],unauthorized,
2010-07-15,01:03:48,combo,sshd(pam_unix)[12631],unauthorized,
2010-07-15,01:03:48,combo,sshd(pam_unix)[12627],unauthorized,
2010-07-15,01:03:48,combo,sshd(pam_unix)[12629],unauthorized,
2010-07-15,01:03:48,combo,sshd(pam_unix)[12630],unauthorized,
2010-07-15,01:03:49,combo,sshd(pam_unix)[12643],unauthorized,
2010-07-15,01:03:49,combo,sshd(pam_unix)[12645],unauthorized,
2010-07-15,01:03:50,combo,sshd(pam_unix)[12639],unauthorized,
2010-07-15,01:03:50,combo,sshd(pam_unix)[12640],unauthorized,
2010-07-15,23:42:43,combo,ftpd[15339],authorized,211.107.232.1
2010-07-15,23:42:43,combo,ftpd[15337],authorized,211.107.232.1
2010-07-15,23:42:43,combo,ftpd[15334],authorized,211.107.232.1
2010-07-15,23:42:43,combo,ftpd[15335],authorized,211.107.232.1
2010-07-15,23:42:43,combo,ftpd[15338],authorized,211.107.232.1
2010-07-15,23:42:43,combo,ftpd[15336],authorized,211.107.232.1
2010-07-15,23:42:43,combo,ftpd[15341],authorized,211.107.232.1
2010-07-15,23:42:43,combo,ftpd[15340],authorized,211.107.232.1
2010-07-15,23:42:43,combo,ftpd[15327],authorized,211.107.232.1
2010-07-15,23:42:43,combo,ftpd[15333],authorized,211.107.232.1
2010-07-15,23:42:43,combo,ftpd[15323],authorized,211.107.232.1
2010-07-15,23:42:43,combo,ftpd[15330],authorized,211.107.232.1
2010-07-15,23:42:43,combo,ftpd[15322],authorized,211.107.232.1
2010-07-15,23:42:43,combo,ftpd[15324],authorized,211.107.232.1
2010-07-15,23:42:43,combo,ftpd[15329],authorized,211.107.232.1
2010-07-15,23:42:43,combo,ftpd[15332],authorized,211.107.232.1
2010-07-15,23:42:43,combo,ftpd[15328],authorized,211.107.232.1
2010-07-15,23:42:43,combo,ftpd[15321],authorized,211.107.232.1
2010-07-15,23:42:43,combo,ftpd[15326],authorized,211.107.232.1
2010-07-15,23:42:43,combo,ftpd[15325],authorized,211.107.232.1
2010-07-15,23:42:43,combo,ftpd[15331],authorized,211.107.232.1
2010-07-15,23:42:44,combo,ftpd[15342],authorized,211.107.232.1
2010-07-16,08:14:04,combo,ftpd[17669],authorized,212.65.68.82
2010-07-16,08:14:04,combo,ftpd[17670],authorized,212.65.68.82
2010-07-16,08:14:04,combo,ftpd[17667],authorized,212.65.68.82
2010-07-16,08:14:07,combo,ftpd[17673],authorized,212.65.68.82
2010-07-16,08:14:07,combo,ftpd[17668],authorized,212.65.68.82
2010-07-16,08:14:07,combo,ftpd[17671],authorized,212.65.68.82
2010-07-16,08:14:07,combo,ftpd[17681],authorized,212.65.68.82
2010-07-16,08:14:07,combo,ftpd[17680],authorized,212.65.68.82
2010-07-16,08:14:07,combo,ftpd[17672],authorized,212.65.68.82
2010-07-16,08:14:07,combo,ftpd[17687],authorized,212.65.68.82
2010-07-16,08:14:07,combo,ftpd[17678],authorized,212.65.68.82
2010-07-16,08:14:07,combo,ftpd[17675],authorized,212.65.68.82
2010-07-16,08:14:07,combo,ftpd[17688],authorized,212.65.68.82
2010-07-16,08:14:07,combo,ftpd[17677],authorized,212.65.68.82
2010-07-16,08:14:07,combo,ftpd[17682],authorized,212.65.68.82
2010-07-16,08:14:07,combo,ftpd[17683],authorized,212.65.68.82
2010-07-16,08:14:07,combo,ftpd[17684],authorized,212.65.68.82
2010-07-16,08:14:07,combo,ftpd[17685],authorized,212.65.68.82
2010-07-16,08:14:07,combo,ftpd[17686],authorized,212.65.68.82
2010-07-16,08:14:07,combo,ftpd[17676],authorized,212.65.68.82
2010-07-16,08:14:07,combo,ftpd[17674],authorized,212.65.68.82
2010-07-16,08:14:07,combo,ftpd[17689],authorized,212.65.68.82
2010-07-16,08:14:07,combo,ftpd[17679],authorized,212.65.68.82
2010-07-17,04:06:32,combo,ftpd[19675],authorized,83.116.207.11
2010-07-17,04:06:32,combo,ftpd[19674],authorized,83.116.207.11
2010-07-17,06:13:37,combo,ftpd[23574],authorized,83.116.207.11
2010-07-17,06:13:37,combo,ftpd[23575],authorized,83.116.207.11
2010-07-17,06:13:37,combo,ftpd[23573],authorized,83.116.207.11
2010-07-17,06:13:37,combo,ftpd[23572],authorized,83.116.207.11
2010-07-17,06:13:37,combo,ftpd[23578],authorized,83.116.207.11
2010-07-17,06:13:37,combo,ftpd[23577],authorized,83.116.207.11
2010-07-17,06:13:37,combo,ftpd[23571],authorized,83.116.207.11
2010-07-17,06:13:37,combo,ftpd[23576],authorized,83.116.207.11
2010-07-17,06:13:37,combo,ftpd[23564],authorized,83.116.207.11
2010-07-17,06:13:37,combo,ftpd[23560],authorized,83.116.207.11
2010-07-17,06:13:37,combo,ftpd[23570],authorized,83.116.207.11
2010-07-17,06:13:37,combo,ftpd[23568],authorized,83.116.207.11
2010-07-17,06:13:37,combo,ftpd[23565],authorized,83.116.207.11
2010-07-17,06:13:37,combo,ftpd[23566],authorized,83.116.207.11
2010-07-17,06:13:38,combo,ftpd[23562],authorized,83.116.207.11
2010-07-17,06:13:38,combo,ftpd[23567],authorized,83.116.207.11
2010-07-17,06:13:38,combo,ftpd[23563],authorized,83.116.207.11
2010-07-17,06:13:38,combo,ftpd[23561],authorized,83.116.207.11
2010-07-17,06:13:38,combo,ftpd[23569],authorized,83.116.207.11
2010-07-17,06:14:36,combo,ftpd[23579],authorized,83.116.207.11
2010-07-17,06:14:36,combo,ftpd[23580],authorized,83.116.207.11
2010-07-17,06:14:36,combo,ftpd[23581],authorized,83.116.207.11
2010-07-17,06:14:36,combo,ftpd[23582],authorized,83.116.207.11
2010-07-17,06:14:36,combo,ftpd[23583],authorized,83.116.207.11
2010-07-17,06:14:36,combo,ftpd[23584],authorized,83.116.207.11
2010-07-17,06:14:36,combo,ftpd[23586],authorized,83.116.207.11
2010-07-17,06:14:36,combo,ftpd[23585],authorized,83.116.207.11
2010-07-17,06:14:36,combo,ftpd[23587],authorized,83.116.207.11
2010-07-17,06:14:36,combo,ftpd[23588],authorized,83.116.207.11
2010-07-17,06:14:36,combo,ftpd[23589],authorized,83.116.207.11
2010-07-17,08:06:12,combo,ftpd[23777],authorized,218.146.61.230
2010-07-17,08:06:12,combo,ftpd[23779],authorized,218.146.61.230
2010-07-17,08:06:12,combo,ftpd[23778],authorized,218.146.61.230
2010-07-17,08:06:12,combo,ftpd[23780],authorized,218.146.61.230
2010-07-17,08:06:12,combo,ftpd[23781],authorized,218.146.61.230
2010-07-17,08:06:12,combo,ftpd[23782],authorized,218.146.61.230
2010-07-17,08:06:12,combo,ftpd[23783],authorized,218.146.61.230
2010-07-17,08:06:12,combo,ftpd[23785],authorized,218.146.61.230
2010-07-17,08:06:12,combo,ftpd[23786],authorized,218.146.61.230
2010-07-17,08:06:12,combo,ftpd[23787],authorized,218.146.61.230
2010-07-17,08:06:12,combo,ftpd[23784],authorized,218.146.61.230
2010-07-17,08:06:12,combo,ftpd[23792],authorized,218.146.61.230
2010-07-17,08:06:12,combo,ftpd[23788],authorized,218.146.61.230
2010-07-17,08:06:12,combo,ftpd[23793],authorized,218.146.61.230
2010-07-17,08:06:12,combo,ftpd[23789],authorized,218.146.61.230
2010-07-17,08:06:12,combo,ftpd[23790],authorized,218.146.61.230
2010-07-17,08:06:12,combo,ftpd[23791],authorized,218.146.61.230
2010-07-17,08:06:12,combo,ftpd[23794],authorized,218.146.61.230
2010-07-17,08:06:12,combo,ftpd[23795],authorized,218.146.61.230
2010-07-17,08:06:12,combo,ftpd[23796],authorized,218.146.61.230
2010-07-17,08:06:12,combo,ftpd[23797],authorized,218.146.61.230
2010-07-17,08:06:12,combo,ftpd[23798],authorized,218.146.61.230
2010-07-17,08:06:14,combo,ftpd[23799],authorized,218.146.61.230
2010-07-17,09:44:07,combo,ftpd[23931],authorized,210.245.165.136
2010-07-17,09:44:07,combo,ftpd[23933],authorized,210.245.165.136
2010-07-17,09:44:07,combo,ftpd[23932],authorized,210.245.165.136
2010-07-17,09:44:07,combo,ftpd[23934],authorized,210.245.165.136
2010-07-17,09:44:07,combo,ftpd[23935],authorized,210.245.165.136
2010-07-17,09:44:07,combo,ftpd[23937],authorized,210.245.165.136
2010-07-17,09:44:07,combo,ftpd[23938],authorized,210.245.165.136
2010-07-17,09:44:07,combo,ftpd[23936],authorized,210.245.165.136
2010-07-17,09:44:07,combo,ftpd[23939],authorized,210.245.165.136
2010-07-17,10:45:07,combo,sshd(pam_unix)[24031],unauthorized,61.220.159.99
2010-07-17,10:45:07,combo,sshd(pam_unix)[24033],unauthorized,61.220.159.99
2010-07-17,10:45:07,combo,sshd(pam_unix)[24030],unauthorized,61.220.159.99
2010-07-17,12:30:35,combo,ftpd[24192],authorized,207.30.238.8
2010-07-17,12:30:37,combo,ftpd[24193],authorized,207.30.238.8
2010-07-17,12:30:42,combo,ftpd[24194],authorized,207.30.238.8
2010-07-17,12:30:43,combo,ftpd[24195],authorized,207.30.238.8
2010-07-17,12:30:43,combo,ftpd[24196],authorized,207.30.238.8
2010-07-17,12:30:46,combo,ftpd[24197],authorized,207.30.238.8
2010-07-17,12:30:47,combo,ftpd[24198],authorized,207.30.238.8
2010-07-17,12:30:48,combo,ftpd[24199],authorized,207.30.238.8
2010-07-17,12:30:48,combo,ftpd[24200],authorized,207.30.238.8
2010-07-17,12:30:51,combo,ftpd[24201],authorized,207.30.238.8
2010-07-17,12:30:53,combo,ftpd[24202],authorized,207.30.238.8
2010-07-17,12:30:53,combo,ftpd[24203],authorized,207.30.238.8
2010-07-17,12:30:54,combo,ftpd[24204],authorized,207.30.238.8
2010-07-17,12:30:57,combo,ftpd[24205],authorized,207.30.238.8
2010-07-17,12:30:57,combo,ftpd[24206],authorized,207.30.238.8
2010-07-17,12:30:58,combo,ftpd[24207],authorized,207.30.238.8
2010-07-17,12:30:58,combo,ftpd[24208],authorized,207.30.238.8
2010-07-17,12:30:58,combo,ftpd[24209],authorized,207.30.238.8
2010-07-17,12:30:59,combo,ftpd[24210],authorized,207.30.238.8
2010-07-17,12:30:59,combo,ftpd[24211],authorized,207.30.238.8
2010-07-17,12:30:59,combo,ftpd[24212],authorized,207.30.238.8
2010-07-17,12:31:00,combo,ftpd[24213],authorized,207.30.238.8
2010-07-17,12:31:04,combo,ftpd[24214],authorized,207.30.238.8
2010-07-17,14:02:39,combo,ftpd[24356],authorized,207.30.238.8
2010-07-17,14:02:43,combo,ftpd[24357],authorized,207.30.238.8
2010-07-17,14:02:43,combo,ftpd[24358],authorized,207.30.238.8
2010-07-17,14:02:44,combo,ftpd[24359],authorized,207.30.238.8
2010-07-17,14:02:47,combo,ftpd[24360],authorized,207.30.238.8
2010-07-17,14:02:48,combo,ftpd[24361],authorized,207.30.238.8
2010-07-17,14:02:49,combo,ftpd[24362],authorized,207.30.238.8
2010-07-17,14:02:49,combo,ftpd[24363],authorized,207.30.238.8
2010-07-17,14:02:49,combo,ftpd[24364],authorized,207.30.238.8
2010-07-17,14:02:49,combo,ftpd[24365],authorized,207.30.238.8
2010-07-17,14:02:54,combo,ftpd[24366],authorized,207.30.238.8
2010-07-17,14:02:54,combo,ftpd[24367],authorized,207.30.238.8
2010-07-17,14:02:54,combo,ftpd[24368],authorized,207.30.238.8
2010-07-17,14:02:55,combo,ftpd[24369],authorized,207.30.238.8
2010-07-17,14:02:57,combo,ftpd[24370],authorized,207.30.238.8
2010-07-17,14:02:59,combo,ftpd[24371],authorized,207.30.238.8
2010-07-17,14:02:59,combo,ftpd[24372],authorized,207.30.238.8
2010-07-17,14:03:00,combo,ftpd[24373],authorized,207.30.238.8
2010-07-17,14:03:00,combo,ftpd[24374],authorized,207.30.238.8
2010-07-17,14:03:00,combo,ftpd[24375],authorized,207.30.238.8
2010-07-17,14:03:04,combo,ftpd[24376],authorized,207.30.238.8
2010-07-17,14:03:04,combo,ftpd[24377],authorized,207.30.238.8
2010-07-17,14:03:05,combo,ftpd[24378],authorized,207.30.238.8
2010-07-17,15:09:15,combo,ftpd[24465],authorized,203.101.45.59
2010-07-17,15:09:15,combo,ftpd[24466],authorized,203.101.45.59
2010-07-17,15:09:15,combo,ftpd[24467],authorized,203.101.45.59
2010-07-17,15:09:15,combo,ftpd[24468],authorized,203.101.45.59
2010-07-17,15:09:15,combo,ftpd[24469],authorized,203.101.45.59
2010-07-17,15:09:15,combo,ftpd[24470],authorized,203.101.45.59
2010-07-17,15:09:15,combo,ftpd[24471],authorized,203.101.45.59
2010-07-17,15:09:15,combo,ftpd[24473],authorized,203.101.45.59
2010-07-17,15:09:15,combo,ftpd[24474],authorized,203.101.45.59
2010-07-17,15:09:15,combo,ftpd[24475],authorized,203.101.45.59
2010-07-17,15:09:15,combo,ftpd[24472],authorized,203.101.45.59
2010-07-17,15:09:15,combo,ftpd[24477],authorized,203.101.45.59
2010-07-17,15:09:15,combo,ftpd[24478],authorized,203.101.45.59
2010-07-17,15:09:15,combo,ftpd[24476],authorized,203.101.45.59
2010-07-17,15:09:15,combo,ftpd[24480],authorized,203.101.45.59
2010-07-17,15:09:15,combo,ftpd[24479],authorized,203.101.45.59
2010-07-17,15:09:15,combo,ftpd[24481],authorized,203.101.45.59
2010-07-17,15:09:15,combo,ftpd[24482],authorized,203.101.45.59
2010-07-17,15:09:16,combo,ftpd[24483],authorized,203.101.45.59
2010-07-17,15:09:16,combo,ftpd[24484],authorized,203.101.45.59
2010-07-17,15:09:16,combo,ftpd[24485],authorized,203.101.45.59
2010-07-17,15:09:16,combo,ftpd[24486],authorized,203.101.45.59
2010-07-17,15:09:17,combo,ftpd[24487],authorized,203.101.45.59
